negocio_id,porc_crecimiento_anual,calificacion_desempeno,anaquel_competencia,anaquel_negocio,respeto,poblacion_zona_negocio,clase_negocio,ingreso_promedio_m,enfriador
740,0.254686405,0.745,1,2,1.0,10031.0,A,20763,1.0
741,0.366097027,0.7150000000000001,0,2,0.0,5151.0,B,13792,1.0
742,0.416753537,0.9650000000000001,0,4,1.0,5151.0,B,32636,2.0
743,0.129920669,0.7150000000000001,0,2,0.0,2367.0,B,5932,1.0
744,3.440670615,0.48500000000000004,0,1,0.0,1985.0,B,7760,1.0
745,0.20593984799999998,0.525,0,2,1.0,3918.0,B,17701,2.0
746,0.479751766,0.8150000000000001,0,2,1.0,3918.0,B,12254,1.0
747,0.324961285,0.8350000000000001,0,2,1.0,10031.0,B,16086,1.0
748,-0.077379601,0.7050000000000001,0,3,0.0,2774.0,B,8616,1.0
749,0.669857806,0.97,0,2,1.0,3158.0,A,15140,1.0
750,1.161304179,0.365,0,2,0.0,2263.0,B,8293,1.0
751,-0.004120206000000001,0.445,0,1,1.0,2529.0,B,4733,1.0
752,0.206705117,0.9850000000000001,0,3,1.0,5516.0,B,11524,1.0
753,0.258823043,0.645,1,2,1.0,3222.0,B,9884,1.0
754,1.014567724,0.355,0,2,0.0,2263.0,B,7283,1.0
755,0.528515918,0.7250000000000001,0,3,0.0,2743.0,B,8640,1.0
756,0.211780541,0.415,1,1,1.0,4015.0,B,15741,1.0
757,-0.010341639,0.425,0,1,0.0,4015.0,B,5488,1.0
758,-0.24235625299999997,0.665,0,2,1.0,4015.0,B,13424,1.0
759,1.191457819,0.885,1,4,1.0,4015.0,A,9513,3.0
760,0.368129718,0.685,0,2,1.0,4196.0,B,41282,1.0
761,0.329921179,0.9650000000000001,2,3,1.0,2529.0,A,18232,1.0
762,0.8336089539999999,0.905,0,2,0.0,2743.0,B,6812,2.0
763,0.09985371,0.435,1,2,0.0,4196.0,B,10630,1.0
764,1.152553159,0.9750000000000001,0,3,1.0,4196.0,B,13597,1.0
765,0.209717681,0.9450000000000001,1,2,1.0,2053.0,B,4113,1.0
766,1.294333749,0.935,0,2,1.0,2263.0,B,8792,
767,-0.36896350299999997,0.515,0,2,0.0,3222.0,A,7238,
768,0.49835171500000003,0.8450000000000001,4,5,1.0,2173.0,A,40176,4.0
769,-0.034120273000000007,0.895,0,3,1.0,3813.0,B,5974,1.0
770,0.26082594,0.875,0,2,0.0,3813.0,B,7873,1.0
771,0.523208017,0.8150000000000001,0,2,0.0,2110.0,B,8969,1.0
772,0.485213599,0.775,1,3,1.0,8727.0,B,6249,1.0
773,0.401658509,0.5700000000000001,0,3,0.5,4059.0,B,10865,1.0
774,0.128321991,0.795,1,2,1.0,4163.0,B,17482,1.0
775,0.327811361,0.775,2,3,1.0,5516.0,B,10898,1.0
776,-0.09132256700000001,0.811666667,4,5,1.0,10444.0,A,30180,3.0
777,-0.054645066000000006,0.785,0,5,1.0,2316.0,A,44105,2.0
778,0.2505351,0.7200000000000001,0,4,0.5,2154.0,A,15931,2.0
779,-0.7250000000000001,0.645,1,3,0.0,4494.0,B,17868,
780,1.2168155809999999,0.81,0,3,1.0,6915.0,B,19207,1.0
781,-0.038816759000000006,0.9850000000000001,0,3,1.0,2395.0,B,7848,1.0
782,0.38685595300000003,0.935,2,5,1.0,6662.0,A,23301,2.0
783,1.598765687,0.7150000000000001,3,2,1.0,4880.0,B,9536,1.0
784,0.873608952,0.9450000000000001,0,2,0.0,2875.0,B,5369,1.0
785,0.057878884,1.0250000000000001,0,4,1.0,6000.0,A,18619,2.0
786,-0.112826097,0.95,0,3,1.0,2386.0,B,6956,1.0
787,-0.35428799499999997,0.925,1,4,1.0,4233.0,A,10025,2.0
788,0.481362764,0.785,0,3,1.0,3238.0,A,43659,1.0
789,-0.077541141,0.8150000000000001,0,3,1.0,4078.0,A,21955,1.0
790,-0.026482664000000003,0.79,0,2,1.0,3261.0,B,7594,1.0
791,0.158955608,0.8250000000000001,0,2,1.0,3605.0,B,11637,1.0
792,0.077013796,0.685,0,1,1.0,2477.0,B,3781,1.0
793,0.174900953,0.787,3,4,0.8,8725.0,B,11280,2.0
794,0.745461858,0.625,0,2,1.0,12694.0,B,5714,1.0
795,0.15181466999999998,0.8550000000000001,3,4,1.0,2041.0,A,41091,3.0
796,0.487677782,0.9299999999999999,0,3,1.0,2300.0,A,29417,1.0
797,0.147107318,0.785,2,3,1.0,1697.0,B,20831,1.0
798,0.297998986,0.8450000000000001,1,5,1.0,1995.0,A,33212,3.0
799,0.475637996,0.625,0,2,0.0,1751.0,B,9277,1.0
800,0.158474268,0.878333333,0,2,1.0,6175.0,B,10502,1.0
801,0.538144345,1.0150000000000001,0,4,1.0,5777.0,A,18580,2.0
802,0.083340516,0.415,0,2,0.0,,B,5379,1.0
803,0.926842258,0.7150000000000001,0,2,1.0,3463.0,B,6388,1.0
804,-0.14253176699999998,0.7050000000000001,0,3,0.5,2407.0,B,8325,1.0
805,0.15982870999999998,0.8550000000000001,1,3,0.5,1869.0,B,7771,1.0
806,0.157749633,0.9850000000000001,0,3,1.0,2299.0,B,9225,1.0
807,0.10832793099999999,0.755,0,2,1.0,3158.0,A,19223,1.0
808,-0.23041628399999997,0.365,0,2,0.0,5631.0,B,3326,1.0
809,0.11095792099999999,0.9550000000000001,1,3,1.0,6662.0,B,8788,1.0
810,0.200913744,0.5650000000000001,0,1,1.0,5370.0,B,7772,1.0
811,0.389900199,0.905,2,5,1.0,3472.0,A,18757,3.0
812,0.031990064,0.5650000000000001,3,2,1.0,3146.0,B,14936,1.0
813,0.491565819,0.885,0,3,1.0,2054.0,B,15834,1.0
814,2.320987924,0.905,0,5,1.0,5427.0,A,13774,2.0
815,0.5993587899999999,0.755,1,3,1.0,3537.0,B,13141,1.0
816,-0.083179781,0.76,0,6,1.0,12315.0,A,31495,4.0
817,-0.004523286000000001,0.775,0,2,1.0,10031.0,B,10220,1.0
818,0.24295120199999998,0.935,0,3,1.0,3673.0,B,6839,1.0
819,0.576358249,0.755,2,3,1.0,3575.0,B,13630,1.0
820,0.404949671,0.915,0,5,1.0,3076.0,A,24791,2.0
821,0.7476455479999999,0.865,3,4,1.0,3630.0,A,21645,2.0
822,2.30905569,0.7350000000000001,1,2,1.0,3407.0,B,10669,1.0
823,0.632174448,0.885,1,2,1.0,4673.0,B,7885,1.0
824,0.303725055,0.6970000000000001,1,2,1.0,3093.0,B,29807,2.0
825,0.395025901,0.795,1,2,1.0,4589.0,B,4158,1.0
826,0.676837512,0.9075000000000001,0,3,1.0,7612.0,A,24630,1.0
827,0.191385683,0.795,0,2,1.0,5151.0,B,11983,1.0
828,0.575310369,0.5850000000000001,0,3,1.0,2986.0,B,30235,1.0
829,0.459344091,0.755,2,3,1.0,4589.0,A,7512,2.0
830,0.24850994999999998,0.755,0,2,1.0,5761.0,B,7529,1.0
831,-0.331067467,0.7350000000000001,2,5,0.0,3914.0,A,7847,2.0
832,0.20802140000000002,0.505,1,2,0.0,5402.0,B,7743,1.0
833,0.40820222500000003,0.805,0,2,0.0,4262.0,B,7151,1.0
834,0.956654045,0.795,1,3,1.0,3796.0,B,19123,1.0
835,0.344202351,0.79,1,4,0.5,7141.0,A,21281,2.0
836,-0.8081040740000001,0.39499999999999996,1,1,1.0,3012.0,B,5499,1.0
837,0.228101157,0.8350000000000001,0,5,1.0,3999.0,A,21580,3.0
838,0.027579898,0.6950000000000001,0,2,1.0,4567.0,B,12751,1.0
839,0.060820405999999994,0.885,0,2,1.0,3344.0,B,6914,1.0
840,0.158606728,0.8983333330000001,0,2,0.666666667,2727.0,B,6078,1.0
841,-0.007043403000000004,0.78,0,2,0.75,6019.0,B,7709,1.0
842,-0.076045824,0.9750000000000001,0,2,1.0,4884.0,A,7433,1.0
843,0.129399127,0.7416666670000001,2,3,1.0,20334.0,B,19358,2.0
844,0.7871581299999999,0.795,1,2,1.0,1893.0,B,18096,1.0
845,0.696606846,0.655,0,2,1.0,19868.0,B,11716,1.0
846,0.346392492,0.8250000000000001,1,3,1.0,,B,6170,1.0
847,-0.210839316,0.7150000000000001,1,1,1.0,22371.0,B,8337,1.0
848,-0.102555838,0.655,2,4,1.0,2500.0,B,23836,2.0
849,0.49280327900000004,0.635,1,4,1.0,3604.0,A,14187,2.0
850,0.12536840999999999,0.685,1,2,0.0,3470.0,B,7290,1.0
851,0.147963876,0.9,0,2,1.0,3304.0,A,12391,1.0
852,-0.089060876,0.255,0,1,1.0,3642.0,B,4109,1.0
853,0.333938689,0.795,1,2,1.0,3895.0,B,6256,1.0
854,0.275771435,0.8250000000000001,0,2,1.0,5203.0,B,5929,1.0
855,0.095634861,0.445,3,3,0.0,2474.0,B,17997,
856,0.340334471,0.935,7,6,1.0,4183.0,B,10959,3.0
857,0.16712618,0.7250000000000001,2,5,1.0,2135.0,A,43832,2.0
858,0.356281191,0.6050000000000001,0,2,1.0,10444.0,B,7166,1.0
859,0.32228055,0.935,1,2,1.0,2898.0,B,6257,1.0
860,0.307192933,0.7350000000000001,0,2,1.0,4452.0,B,4923,1.0
861,0.295546351,0.7250000000000001,2,2,1.0,4228.0,B,9759,1.0
862,0.166911557,0.9550000000000001,0,4,0.0,3134.0,A,23039,2.0
863,0.304947104,0.7050000000000001,0,3,0.0,4168.0,B,9122,
864,-0.113589068,0.905,1,3,1.0,3184.0,B,11092,1.0
865,0.058763557999999994,0.765,0,2,0.0,4156.0,B,7739,1.0
866,1.629767703,0.785,0,3,1.0,4876.0,B,12864,1.0
867,0.194746735,0.8550000000000001,1,4,1.0,2464.0,A,32897,2.0
868,0.096814555,0.6100000000000001,0,3,0.5,3170.0,B,20561,1.0
869,0.145608555,0.8550000000000001,0,2,0.0,2377.0,B,8286,1.0
870,0.080062738,0.78,0,2,1.0,4004.0,B,8056,1.0
871,0.51468976,0.885,0,2,1.0,3311.0,B,10722,1.0
872,0.203593627,0.8350000000000001,0,3,1.0,3464.0,A,22312,1.0
873,-0.0024995210000000045,0.811666667,0,1,1.0,7814.0,B,8317,1.0
874,0.5651433299999999,0.745,0,2,1.0,3912.0,B,4815,1.0
875,-0.14591574200000001,0.655,0,2,1.0,2986.0,B,4116,1.0
876,0.24817359500000002,0.7150000000000001,0,4,1.0,6000.0,A,35501,2.0
877,0.050621440999999996,0.77,0,2,1.0,3052.0,B,7770,1.0
878,0.276134137,0.7275,0,2,1.0,7612.0,B,11228,1.0
879,7.497969218000001,0.7250000000000001,1,2,1.0,5151.0,B,20973,1.0
880,0.305588313,0.7250000000000001,0,1,1.0,6156.0,B,9301,1.0
881,1.121977893,0.675,0,1,1.0,3408.0,B,5795,1.0
882,0.11135551699999999,0.905,1,3,1.0,4540.0,B,9219,2.0
883,-0.05362243700000001,0.8550000000000001,0,2,0.0,4339.0,B,11945,1.0
884,0.220870369,0.7050000000000001,0,2,1.0,4335.0,B,13879,1.0
885,0.089413751,0.785,3,2,1.0,3092.0,B,3760,1.0
886,0.189150717,0.78,1,3,1.0,2482.0,A,13693,1.0
887,0.18484859199999998,0.935,1,2,1.0,4196.0,B,6108,1.0
888,0.991373336,0.875,2,3,1.0,4059.0,A,15432,1.0
889,0.17067012599999998,0.625,0,3,0.0,1869.0,B,12403,1.0
890,0.273441784,0.89,2,4,1.0,5241.0,A,22505,2.0
891,0.15919251299999998,0.64,0,1,1.0,5740.0,B,14285,1.0
892,0.5116593979999999,0.785,3,5,1.0,2419.0,A,15908,3.0
893,0.617941093,0.7050000000000001,0,2,1.0,8240.0,B,7769,1.0
894,0.116162932,0.665,0,1,0.0,3115.0,B,13655,1.0
895,0.8657455169999999,0.8250000000000001,0,2,1.0,2808.0,B,18485,1.0
896,0.13076896799999999,0.775,2,2,1.0,3553.0,B,8124,1.0
897,1.386300693,0.7883333330000001,1,3,1.0,5741.0,B,14263,1.0
898,1.70597073,0.8350000000000001,0,4,1.0,2923.0,A,47515,2.0
899,0.167980677,0.935,1,3,1.0,2786.0,B,5513,1.0
900,-0.054126064000000015,0.655,3,7,1.0,2184.0,A,33355,3.0
901,0.22741393399999998,0.635,5,2,0.0,2667.0,B,12054,1.0
902,0.187314348,0.7050000000000001,2,2,1.0,2633.0,B,17658,1.0
903,0.9703403549999999,0.5950000000000001,1,2,1.0,2330.0,B,8998,1.0
904,0.718429966,0.8250000000000001,0,5,1.0,4004.0,A,88651,3.0
905,2.4206583700000004,0.555,2,2,1.0,3851.0,B,6330,1.0
906,0.56146948,0.755,1,3,0.333333333,2747.0,A,15980,2.0
907,0.525933458,0.7775000000000001,3,4,0.75,8725.0,A,33165,1.0
908,0.16545302,0.645,3,4,0.0,2065.0,B,18371,2.0
909,-0.110294934,0.8350000000000001,1,4,1.0,2108.0,A,19855,2.0
910,0.425938688,0.765,0,2,1.0,3613.0,A,44681,1.0
911,0.550261922,0.505,3,4,1.0,27291.0,B,27684,2.0
912,0.33869444800000004,0.925,2,5,1.0,19868.0,A,42022,5.0
913,-0.057461518,0.895,0,2,1.0,3231.0,B,13559,1.0
914,-0.14835066400000002,0.6050000000000001,0,3,0.0,2186.0,A,12665,1.0
915,1.066679436,0.555,0,2,0.0,5602.0,B,9395,
916,0.04941825899999999,0.816666667,0,2,0.833333333,5072.0,B,6478,1.0
917,-0.008859693000000002,0.561666667,0,1,0.666666667,4846.0,B,6375,1.0
918,0.256873076,0.785,0,3,1.0,2976.0,B,19845,1.0
919,0.439480573,0.9450000000000001,1,2,1.0,2268.0,B,6686,1.0
920,0.11646200500000001,0.865,0,2,1.0,4273.0,B,4430,1.0
921,0.400524222,0.7683333330000001,3,2,0.666666667,8016.0,B,17885,1.0
922,-0.12774602699999998,0.455,0,1,0.0,3471.0,B,6981,1.0
923,0.372319069,0.8975000000000001,1,3,1.0,2756.0,A,41130,1.0
924,0.822905728,0.76,1,3,1.0,22371.0,B,11644,1.0
925,0.6578618749999999,0.9025000000000001,1,3,1.0,14075.0,B,30909,1.0
926,0.479410533,0.91,0,4,1.0,2581.0,A,34224,2.0
927,0.123369987,0.9650000000000001,0,2,1.0,3637.0,B,9767,1.0
928,0.344027762,0.5750000000000001,0,3,0.0,6688.0,B,20477,1.0
929,-0.41695811299999996,0.545,0,3,0.0,2811.0,B,5819,1.0
930,0.5442976979999999,0.9850000000000001,0,2,1.0,5740.0,A,6880,1.0
931,0.781032116,0.9550000000000001,0,4,0.0,5068.0,A,12969,2.0
932,3.263152539,0.535,1,1,1.0,5833.0,B,9155,1.0
933,0.097078493,0.7350000000000001,1,2,1.0,2367.0,B,3908,1.0
934,0.405935777,0.758333333,1,5,1.0,3085.0,A,26551,2.0
935,0.21716248700000002,0.9450000000000001,1,4,1.0,2888.0,A,29818,2.0
936,0.530627234,0.755,0,2,1.0,3282.0,B,11351,1.0
937,0.42219091400000003,0.5650000000000001,0,2,1.0,3618.0,B,6816,1.0
938,0.140474844,0.785,0,4,1.0,3714.0,A,11820,2.0
939,1.796709569,0.9750000000000001,2,5,1.0,5536.0,A,11514,3.0
940,0.32279993,0.8250000000000001,1,2,1.0,2356.0,B,6156,1.0
941,0.24812241699999998,0.8400000000000001,0,2,1.0,2339.0,B,7912,1.0
942,0.345764695,0.935,0,2,1.0,4104.0,A,9092,1.0
943,0.163016627,0.445,3,1,1.0,4427.0,B,3909,1.0
944,1.1259467269999999,0.8250000000000001,2,2,1.0,4427.0,B,11030,1.0
945,-0.011730631000000005,0.315,0,1,0.0,3407.0,B,5094,1.0
946,-0.145312173,0.745,0,2,1.0,1475.0,A,16140,1.0
947,0.39593399500000004,0.895,1,3,1.0,3568.0,B,14314,1.0
948,0.530679035,0.755,2,1,1.0,3627.0,B,10447,1.0
949,0.15799284,0.5650000000000001,0,2,0.0,1751.0,B,29603,2.0
950,0.13167532199999998,0.665,0,3,1.0,1751.0,B,51146,2.0
951,0.333677217,0.9550000000000001,0,5,1.0,2201.0,A,18392,3.0
952,0.159627056,0.8450000000000001,1,2,1.0,1758.0,B,12058,1.0
953,0.026494194,0.6050000000000001,0,2,1.0,1875.0,B,4457,1.0
954,-0.344793252,0.8250000000000001,1,2,1.0,4913.0,B,8835,1.0
955,0.352241584,0.765,0,2,1.0,3296.0,B,11515,1.0
956,0.21384079699999997,0.865,1,4,1.0,3990.0,A,27468,2.0
957,2.9032563390000004,0.625,0,4,0.0,2659.0,B,13972,1.0
958,0.504074519,0.615,0,1,0.0,2568.0,B,9414,1.0
959,0.24997396500000002,1.0250000000000001,1,4,1.0,3914.0,A,17793,2.0
960,1.228366219,0.48500000000000004,0,3,0.0,3286.0,B,13802,1.0
961,0.075177456,0.9750000000000001,0,5,1.0,1906.0,A,24635,2.0
962,-0.06860088700000001,0.8550000000000001,1,3,1.0,4215.0,B,8327,1.0
963,-0.012951924000000004,0.7350000000000001,0,2,0.0,4274.0,B,9580,2.0
964,0.402669569,0.8250000000000001,2,4,1.0,4271.0,A,24350,2.0
965,0.376491539,0.785,1,2,1.0,3092.0,B,6298,1.0
966,0.229758095,0.925,0,3,1.0,2550.0,A,14506,1.0
967,0.363938919,0.865,0,2,1.0,4228.0,B,6796,1.0
968,0.667582096,0.8450000000000001,0,2,0.5,2361.0,B,12643,1.0
969,0.535857653,0.795,0,4,0.0,4546.0,A,29281,2.0
970,0.6352518149999999,0.6950000000000001,1,1,1.0,4059.0,B,14790,1.0
971,1.026031443,0.8250000000000001,1,4,1.0,3222.0,A,35896,2.0
972,0.9407125239999999,0.625,0,2,0.0,3813.0,B,5700,1.0
973,0.276561258,0.465,1,2,1.0,2201.0,B,11407,1.0
974,0.6311011099999999,0.7350000000000001,1,3,1.0,2417.0,B,24709,2.0
975,0.325046432,0.885,1,5,1.0,1750.0,B,26358,3.0
976,1.368719512,0.8150000000000001,0,3,1.0,4274.0,A,23439,1.0
977,0.65166709,0.92,0,3,0.5,3575.0,B,15736,1.0
978,0.195026606,0.7150000000000001,0,5,1.0,3006.0,A,33089,3.0
979,0.832741369,0.7250000000000001,0,3,1.0,5339.0,B,42267,2.0
980,-0.123471752,0.7250000000000001,1,2,1.0,3923.0,B,3346,1.0
981,0.554112383,1.0150000000000001,2,4,1.0,3470.0,A,26352,2.0
982,1.102741252,0.865,2,3,1.0,2013.0,A,25657,1.0
983,-0.16769515899999998,0.7250000000000001,0,2,0.0,4604.0,B,6097,1.0
984,0.32355301399999997,0.9299999999999999,1,4,1.0,3244.0,A,15058,2.0
985,0.454653052,0.49499999999999994,5,3,1.0,2823.0,B,27791,1.0
986,0.6341926379999999,0.8600000000000001,2,3,1.0,2163.0,A,31920,1.0
987,0.152461002,0.8150000000000001,0,4,1.0,2804.0,B,16338,3.0
988,0.38420424400000003,0.758333333,4,3,1.0,3695.0,B,15553,2.0
989,-0.459123934,1.0050000000000001,1,5,1.0,3914.0,A,7475,3.0
990,0.659285323,0.7516666670000001,3,3,0.666666667,2109.0,B,22347,1.0
991,-0.009446767000000009,0.8450000000000001,0,3,1.0,2463.0,A,27320,1.0
992,0.003380131999999994,0.9850000000000001,1,2,1.0,2794.0,B,11212,
993,0.07236590999999999,0.8475,0,2,0.75,3802.0,B,10703,1.0
994,1.1402158009999999,0.795,0,3,1.0,3235.0,B,7341,1.0
995,0.9668179069999999,0.8150000000000001,2,2,1.0,12727.0,B,11860,1.0
996,0.322268159,0.7350000000000001,0,2,0.0,2445.0,B,8366,1.0
997,0.599919525,0.8550000000000001,0,4,1.0,6241.0,A,15258,2.0
998,0.068864309,0.6050000000000001,0,2,1.0,5426.0,B,9244,1.0
999,0.178749352,0.415,4,2,1.0,5203.0,B,9656,1.0
1000,0.7986113979999999,0.655,1,3,1.0,4768.0,A,48708,2.0
1001,0.44317111000000003,0.895,5,4,0.5,3990.0,A,24359,2.0
1002,-0.037989286,0.8350000000000001,3,3,1.0,2248.0,A,20400,1.0
1003,-0.009967880999999998,0.665,3,4,1.0,6512.0,A,22603,2.0
1004,0.035414499999999995,0.805,1,2,1.0,3695.0,B,10242,1.0
1005,-0.207582119,0.685,0,1,1.0,6211.0,B,5313,1.0
1006,-0.10804131600000001,0.7350000000000001,0,2,1.0,5741.0,B,10483,1.0
1007,1.5086097969999999,0.8550000000000001,0,2,1.0,3470.0,B,11700,1.0
1008,0.44661581100000003,0.9850000000000001,1,2,1.0,4267.0,B,6037,1.0
1009,0.149984398,0.865,0,3,1.0,4495.0,A,10101,1.0
1010,0.071328366,0.665,7,3,1.0,5135.0,B,10234,1.0
1011,0.7045259439999999,0.7250000000000001,0,1,1.0,3923.0,B,6163,1.0
1012,0.333792866,0.775,0,3,1.0,2098.0,B,19479,1.0
1013,0.133009422,0.8450000000000001,1,2,1.0,10252.0,B,11352,1.0
1014,-0.0012989119999999993,0.6583333330000001,0,2,1.0,7629.0,B,3966,1.0
1015,0.036848554,0.935,2,4,1.0,2454.0,A,19926,2.0
1016,-0.11626395099999999,0.7350000000000001,0,2,1.0,3716.0,B,5446,1.0
1017,-0.37598457199999996,0.6100000000000001,0,1,0.5,2986.0,B,5027,1.0
1018,-0.065294803,0.49499999999999994,2,2,1.0,2776.0,B,5286,1.0
1019,0.179009776,0.818333333,4,4,0.666666667,3422.0,A,27067,2.0
1020,0.422312694,0.5950000000000001,0,3,1.0,2255.0,A,151199,1.0
1021,0.338051512,0.655,3,2,1.0,6772.0,B,11448,1.0
1022,0.8538563849999999,0.7350000000000001,7,4,1.0,4880.0,A,26426,2.0
1023,0.296146931,0.895,0,2,1.0,2756.0,B,10637,1.0
1024,0.305744618,0.655,0,2,0.0,3725.0,B,3646,1.0
1025,0.10959137399999999,0.645,3,4,0.0,4292.0,B,20751,2.0
1026,0.394837922,0.865,0,2,1.0,3049.0,B,11268,1.0
1027,-0.05977315600000001,0.8350000000000001,0,3,1.0,3363.0,B,25986,1.0
1028,0.122208548,0.765,1,2,1.0,8725.0,B,8645,1.0
1029,0.7424196249999999,0.40499999999999997,0,2,0.0,4884.0,B,9599,1.0
1030,0.36131335800000003,0.8450000000000001,1,3,0.0,,A,8334,1.0
1031,0.6256358249999999,0.935,0,3,1.0,3793.0,A,19770,1.0
1032,0.00013304999999999567,0.655,0,3,0.0,3589.0,B,14733,1.0
1033,0.275291344,0.805,0,3,0.0,4617.0,A,15237,1.0
1034,0.202076358,0.935,5,5,0.666666667,8447.0,A,28590,3.0
1035,0.6798040879999999,0.6000000000000001,0,1,1.0,2912.0,B,4746,
1036,-0.15324704300000003,0.6050000000000001,1,2,1.0,2971.0,B,8199,1.0
1037,0.25252014,0.9450000000000001,0,2,1.0,4033.0,B,6987,1.0
1038,0.921922893,0.9850000000000001,1,3,1.0,2961.0,A,10734,1.0
1039,1.062767218,0.935,0,3,1.0,5657.0,B,12590,1.0
1040,-0.196317342,0.535,5,2,1.0,4426.0,B,18675,1.0
1041,0.053441881,0.6050000000000001,1,3,1.0,4015.0,B,20077,2.0
1042,-0.0030262719999999965,0.925,1,2,1.0,3481.0,B,3344,1.0
1043,0.293390669,0.7350000000000001,0,3,1.0,3211.0,A,17831,1.0
1044,0.791203182,0.7050000000000001,0,3,1.0,3244.0,A,17562,1.0
1045,-0.008579705000000007,0.8450000000000001,0,3,1.0,3844.0,B,8163,1.0
1046,0.895147425,0.5950000000000001,1,1,1.0,3481.0,B,5672,1.0
1047,0.194073096,0.75,2,2,1.0,3937.0,B,6964,1.0
1048,1.473146442,0.9450000000000001,2,2,1.0,2743.0,B,10787,1.0
1049,0.490145326,0.745,0,1,1.0,5602.0,B,6762,1.0
1050,1.274036511,0.8300000000000001,0,3,0.5,3372.0,B,9073,2.0
1051,0.092360888,0.925,0,4,0.5,6302.0,A,10548,2.0
1052,-0.048394134000000005,0.8550000000000001,6,4,1.0,4183.0,B,10656,2.0
1053,0.339355983,0.905,0,3,1.0,4200.0,B,9189,1.0
1054,0.464077483,0.665,0,2,0.0,3105.0,B,7190,1.0
1055,0.372142713,0.535,2,2,0.0,2315.0,B,6614,1.0
1056,-0.012009101000000008,0.355,1,3,0.0,2747.0,B,7819,1.0
1057,-0.536176494,0.8350000000000001,1,3,1.0,2315.0,B,6743,
1058,0.112740802,0.7683333330000001,0,3,0.0,6688.0,B,9702,1.0
1059,0.670604523,0.8875000000000001,1,4,1.0,6915.0,A,60739,2.0
1060,0.741666667,0.5800000000000001,0,2,1.0,3637.0,B,14039,1.0
1061,-0.021239326000000003,0.865,2,3,1.0,4547.0,B,13538,1.0
1062,0.7778581849999999,0.935,4,8,1.0,7470.0,A,34680,3.0
1063,0.766100838,0.8450000000000001,0,2,0.0,3105.0,B,24286,1.0
1064,0.22330115499999997,0.555,6,5,0.0,3084.0,B,52655,3.0
1065,0.16827608,0.685,2,3,1.0,46096.0,B,13330,1.0
1066,0.052906226,0.755,0,3,1.0,5203.0,A,16028,1.0
1067,0.143923948,0.905,0,4,0.0,5536.0,A,9701,2.0
1068,0.05743047999999999,0.33999999999999997,1,1,1.0,3608.0,B,3835,1.0
1069,0.27406102,0.795,1,2,1.0,2863.0,B,8927,1.0
1070,0.05440961699999999,0.7350000000000001,3,3,1.0,27291.0,B,9325,1.0
1071,1.021959005,0.875,0,2,1.0,3287.0,B,23051,1.0
1072,0.08424588799999999,0.425,4,2,1.0,5350.0,B,31016,1.0
1073,0.257251974,0.818333333,1,2,1.0,2778.0,B,17926,1.0
1074,0.225128575,0.925,0,3,1.0,2850.0,A,8766,1.0
1075,0.119472202,0.745,4,2,1.0,8790.0,B,16155,1.0
1076,-0.05528137100000001,0.81,0,2,1.0,5427.0,B,6581,1.0
1077,0.455647541,0.851666667,4,5,1.0,3265.0,A,35242,2.0
1078,0.621452789,0.8550000000000001,0,2,1.0,2765.0,B,5867,1.0
1079,-0.025112770000000006,0.8350000000000001,2,3,1.0,2765.0,B,5874,1.0
1080,-0.536104997,0.775,0,2,1.0,2566.0,B,6876,1.0
1081,-0.120134968,0.66,1,3,1.0,3608.0,A,8206,1.0
1082,0.211176822,0.9750000000000001,1,3,1.0,3740.0,A,10623,1.0
1083,0.418056637,0.8150000000000001,3,3,1.0,8844.0,A,11438,1.0
1084,0.6654519889999999,0.9450000000000001,0,2,1.0,4044.0,B,9420,1.0
1085,1.392291684,0.9750000000000001,1,3,1.0,7952.0,A,11540,1.0
1086,0.086113265,0.9750000000000001,0,4,1.0,4033.0,A,17973,2.0
1087,0.513662267,0.87,0,4,0.5,1774.0,A,17650,2.0
1088,0.50561617,0.645,2,2,1.0,3004.0,B,13597,1.0
1089,0.22231896299999998,0.675,0,2,1.0,,B,9891,1.0
1090,0.167847951,0.865,0,4,1.0,8790.0,A,52597,2.0
1091,11.67488635,0.525,0,2,1.0,2347.0,B,8928,1.0
1092,0.9373736119999999,0.785,0,5,1.0,2672.0,A,49437,3.0
1093,-0.021942931,1.0050000000000001,1,4,1.0,2754.0,A,14575,2.0
1094,-0.006987265000000006,0.801,1,2,1.0,4027.0,B,14091,1.0
1095,0.998738165,0.711666667,1,2,1.0,3317.0,B,7752,1.0
1096,-0.12430013799999999,0.875,2,3,1.0,4452.0,A,9494,1.0
1097,0.142317634,0.8450000000000001,0,4,1.0,5249.0,A,36024,2.0
1098,0.059759171,0.685,0,1,1.0,3652.0,B,5602,1.0
1099,-0.086615028,0.53,1,1,1.0,6015.0,B,7073,1.0
1100,0.8085572,0.9850000000000001,1,4,1.0,3636.0,A,22893,2.0
1101,0.14745177399999998,0.7050000000000001,2,3,1.0,16824.0,B,15184,1.0
1102,0.33654225800000004,0.6910000000000001,2,3,1.0,46096.0,B,21207,1.0
1103,-0.205236631,0.785,0,2,1.0,3383.0,B,8249,1.0
1104,-0.097414913,0.401666667,0,2,0.666666667,3138.0,B,5903,
1105,0.5919493269999999,0.875,2,2,1.0,2414.0,B,7005,1.0
1106,0.438080517,0.915,1,3,1.0,3675.0,B,13005,1.0
1107,0.179262062,0.875,3,2,1.0,6662.0,B,8059,1.0
